domain,ground_truth.content,ground_truth.doc_ids,ground_truth.keypoints,ground_truth.references,language,prediction,query.content,query.query_id,query.query_type
Law,"According to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz is unemployed; according to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson is a barista.","[139, 117]","['1. According to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz is unemployed.', '2. According to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson is a barista.']","['- **Occupation:** Unemployed', '*Occupation:* Barista']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, what are the occupations of the defendants Q. Ruiz and Y. Nelson?",4862,Multi-document Information Integration Question
Law,"According to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz committed the crime of theft; according to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson committed the crime of picking quarrels and provoking trouble.","[139, 117]","['1. Q. Ruiz committed the crime of theft according to the judgment of Trenton, Springfield, Court.', '2. Y. Nelson committed the crime of picking quarrels and provoking trouble according to the judgment of Glenwood, Quailwood, Court.']","['The defendant, Q. Ruiz, stands formally charged with the crime of theft under Article No. 264.', 'The defendant, Y. Nelson, is charged with the Crime of Picking Quarrels and Provoking Trouble as specified under Article No. 293 of the Criminal Code.']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, what crimes did the defendants Q. Ruiz and Y. Nelson commit respectively?",4863,Multi-document Information Integration Question
Law,"According to the judgment of Trenton, Springfield, Court, the judgment for Q. Ruiz was issued on 20th March, 2023; according to the judgment of Glenwood, Quailwood, Court, the judgment for Y. Nelson was issued on 10th June, 2023.","[139, 117]","['1. The judgment for Q. Ruiz was issued on 20th March, 2023, by Trenton, Springfield, Court.', '2. The judgment for Y. Nelson was issued on 10th June, 2023, by Glenwood, Quailwood, Court.']","['**This judgment is decreed and executed by this court on the 20th of March, 2023.**', 'June 10, 2023']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, on what dates were the judgments for the defendants Q. Ruiz and Y. Nelson issued?",4864,Multi-document Information Integration Question
Law,"According to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz was sentenced to 5 years of fixed-term imprisonment and fined $5,000; according to the judgment of Glenwood, Quailwood, Court, the defendant Y. Nelson was sentenced to three years of fixed-term imprisonment.","[139, 117]","['1. Q. Ruiz was sentenced to 5 years of fixed-term imprisonment and fined $5,000 by Trenton, Springfield, Court.', '2. Y. Nelson was sentenced to three years of fixed-term imprisonment by Glenwood, Quailwood, Court.']","['- **Imprisonment:** Q. Ruiz is hereby sentenced to 5 years of fixed-term imprisonment.', '- **Monetary Fine:** Q. Ruiz is ordered to pay a fine of $5,000, which must be settled within 90 days of the issuance of this judgment.', 'Accordingly, Y. Nelson is sentenced to three years of fixed-term imprisonment.']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, what sentences were given to the defendants Q. Ruiz and Y. Nelson?",4865,Multi-document Information Integration Question
Law,"Q. Ruiz was sentenced to five years of fixed-term imprisonment, while Y. Nelson was sentenced to three years of fixed-term imprisonment. Q. Ruiz's sentencing time is longer.","[139, 117]","['1. Q. Ruiz was sentenced to five years of fixed-term imprisonment.', '2. Y. Nelson was sentenced to three years of fixed-term imprisonment.', ""3. Q. Ruiz's sentencing time is longer.""]","['- **Imprisonment:** Q. Ruiz is hereby sentenced to 5 years of fixed-term imprisonment.', 'Accordingly, Y. Nelson is sentenced to three years of fixed-term imprisonment.']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, whose sentencing time is longer, Q. Ruiz or Y. Nelson?",4866,Multi-document Comparison Question
Law,"Q. Ruiz's judgment time is earlier, as the judgment date was 20th March, 2023, while Y. Nelson's judgment date was 10th June, 2023.","[139, 117]","[""1. Q. Ruiz's judgment time is earlier."", ""2. Q. Ruiz's judgment date was 20th March, 2023."", ""3. Y. Nelson's judgment date was 10th June, 2023.""]","['**This judgment is decreed and executed by this court on the 20th of March, 2023.**', 'June 10, 2023']",en,"{'content': '', 'references': []}","According to the judgment of Trenton, Springfield, Court and Glenwood, Quailwood, Court, whose judgment time is earlier, Q. Ruiz or Y. Nelson?",4867,Multi-document Time Sequence Question
Law,"According to the judgment of Summerville, Windsor, Court, the chief judge was H. Lopez; according to the judgment of Trenton, Springfield, Court, the chief judge was O. Hill.","[138, 117]","['1. The chief judge presiding over the case of F. James at Summerville, Windsor, Court was H. Lopez.', '2. The chief judge presiding over the case of Q. Ruiz at Trenton, Springfield, Court was O. Hill.']","['- **Chief Judge:** H. Lopez', '- **Chief Judge:** O. Hill', '**Chief Judge:** O. Hill']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, who were the chief judges presiding over the cases of F. James and Q. Ruiz?",4868,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the residence of the defendant F. James was 39, Knoxville street, Windsor; according to the judgment of Trenton, Springfield, Court, the residence of the defendant Q. Ruiz was 14, Seaside street, Springfield.","[138, 117]","['1. The residence of the defendant F. James was 39, Knoxville Street, Windsor, according to the judgment of Summerville, Windsor, Court.', '2. The residence of the defendant Q. Ruiz was 14, Seaside Street, Springfield, according to the judgment of Trenton, Springfield, Court.']","['- **Defendant:** F. James (Female, born on 27th April 1960, residing at 39 Knoxville Street, Windsor; Retail Store Manager, Caucasian)', '- **Residence:** 14, Seaside Street, Springfield']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, where were the residences of the defendants F. James and Q. Ruiz?",4869,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the defendant F. James is female; according to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz is male.","[138, 117]","['1. The defendant F. James is female according to the judgment of Summerville, Windsor, Court.', '2. The defendant Q. Ruiz is male according to the judgment of Trenton, Springfield, Court.']","['- **Defendant:** F. James (Female, born on 27th April 1960, residing at 39 Knoxville Street, Windsor; Retail Store Manager, Caucasian)', '- **Gender:** Male']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, what are the genders of the defendants F. James and Q. Ruiz?",4870,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the defendant F. James is a retail store manager; according to the judgment of Trenton, Springfield, Court, the defendant Q. Ruiz is unemployed.","[138, 117]","['1. The defendant F. James is a retail store manager according to the judgment of Summerville, Windsor, Court.', '2. The defendant Q. Ruiz is unemployed according to the judgment of Trenton, Springfield, Court.']","['- **Defendant:** F. James (Female, born on 27th April 1960, residing at 39 Knoxville Street, Windsor; Retail Store Manager, Caucasian)', 'The defendant, F. James, has been a resident of 39 Knoxville Street, Windsor, and is employed as a Retail Store Manager.', '- **Occupation:** Unemployed']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, what are the occupations of the defendants F. James and Q. Ruiz?",4871,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the defense lawyer for F. James was from Collins & Associates Law Firm; according to the judgment of Trenton, Springfield, Court, the defense lawyer for Q. Ruiz was from Springfield Defenders LLP.","[138, 117]","['1. The defense lawyer for F. James was from Collins & Associates Law Firm, according to the judgment of Summerville, Windsor, Court.', '2. The defense lawyer for Q. Ruiz was from Springfield Defenders LLP, according to the judgment of Trenton, Springfield, Court.']","['- **Defense Lawyer:** Q. Collins (Collins & Associates Law Firm)', '- **Law Firm:** Springfield Defenders LLP']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, which law firms represented the defendants F. James and Q. Ruiz?",4872,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the judgment date for F. James was 1st May, 2023; according to the judgment of Trenton, Springfield, Court, the judgment date for Q. Ruiz was 20th March, 2023.","[138, 117]","['1. The judgment date for F. James in Summerville, Windsor, Court was 1st May, 2023.', '2. The judgment date for Q. Ruiz in Trenton, Springfield, Court was 20th March, 2023.']","['So ordered, this 1st day of May, 2023.', '**This judgment is decreed and executed by this court on the 20th of March, 2023.**']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, what were the judgment dates for the cases of F. James and Q. Ruiz?",4873,Multi-document Information Integration Question
Law,"F. James was sentenced to three years of fixed-term imprisonment, while Q. Ruiz was sentenced to five years of fixed-term imprisonment. Therefore, Q. Ruiz's sentencing time is longer.","[138, 117]","[""1. Q. Ruiz's sentencing time is longer."", '2. F. James was sentenced to three years of fixed-term imprisonment.', '3. Q. Ruiz was sentenced to five years of fixed-term imprisonment.']","['Upon careful consideration of the evidence and the repeated nature of the offenses committed by F. James, this court finds the defendant guilty of the Crime of Picking Quarrels and Provoking Trouble according to Article 293 of the criminal law.', 'The defendant is hereby sentenced to three years of fixed-term imprisonment.', 'The final judgment passed by this court is as follows:', '- **Imprisonment:** Q. Ruiz is hereby sentenced to 5 years of fixed-term imprisonment.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, whose sentencing time is longer, F. James or Q. Ruiz?",4874,Multi-document Comparison Question
Law,"The judgment for Q. Ruiz was decreed and executed on the 20th of March, 2023, while the judgment for F. James was ordered on the 1st day of May, 2023. Therefore, Q. Ruiz's judgment time is earlier.","[138, 117]","[""1. Q. Ruiz's judgment time is earlier."", ""2. Q. Ruiz's judgment was decreed and executed on March 20, 2023."", ""3. F. James's judgment was ordered on May 1, 2023.""]","['So ordered, this 1st day of May, 2023.', '**This judgment is decreed and executed by this court on the 20th of March, 2023.**']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Trenton, Springfield, Court, whose judgment time is earlier, F. James or Q. Ruiz?",4875,Multi-document Time Sequence Question
Law,"According to the judgment of Lakewood, Pinehurst, Court, the defendant M. Bennett is a Delivery Driver; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres is the Owner of a retail store.","[130, 122]","['1. M. Bennett is a Delivery Driver according to the judgment of Lakewood, Pinehurst, Court.', '2. G. Torres is the Owner of a retail store according to the judgment of Trenton, Vandalia, Court.']","['Occupation: Delivery Driver', 'Occupation: Owner of a Retail Store']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, what are the occupations of the defendants M. Bennett and G. Torres?",4876,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Pinehurst, Court, the defendant M. Bennett committed the Crime of Traffic Accident; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres committed the Crime of Selling Counterfeit Registered Trademark Goods.","[130, 122]","['1. M. Bennett committed the Crime of Traffic Accident according to the judgment of Lakewood, Pinehurst, Court.', '2. G. Torres committed the Crime of Selling Counterfeit Registered Trademark Goods according to the judgment of Trenton, Vandalia, Court.']","['Crime of Traffic Accident under Article No. 133 of our legal code.', 'The defendant, M. Bennett, is accused of causing a traffic fatality due to reckless driving combined with intoxication, failing to render aid, and attempting to flee the scene of the crime.', '## Charge', 'G. Torres was charged under Article No. 214 for the Crime of Selling Counterfeit Registered Trademark Goods.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, what crimes did the defendants M. Bennett and G. Torres commit respectively?",4877,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Pinehurst, Court, the judgment date for the case involving M. Bennett was 30th June 2023; according to the judgment of Trenton, Vandalia, Court, the judgment date for the case involving G. Torres was 20th March 2023.","[130, 122]","['1. The judgment date for the case involving M. Bennett at Lakewood, Pinehurst, Court was 30th June 2023.', '2. The judgment date for the case involving G. Torres at Trenton, Vandalia, Court was 20th March 2023.']","['This judgment is pronounced on June 30, 2023, and shall be executed in accordance with our legal provisions.', '**Judgment Issued on 20th March 2023**']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, what were the judgment dates for the cases involving M. Bennett and G. Torres?",4878,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Pinehurst, Court, the defendant M. Bennett was sentenced to 5 years fixed-term imprisonment with no probation; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres was sentenced to three years of fixed-term imprisonment, with a suspension for five years, and a fine of $30,000.","[130, 122]","['1. M. Bennett was sentenced to 5 years fixed-term imprisonment with no probation by Lakewood, Pinehurst, Court.', '2. G. Torres was sentenced to 3 years fixed-term imprisonment with a suspension for five years by Trenton, Vandalia, Court.', '3. G. Torres was fined $30,000.']","['M. Bennett is hereby sentenced to a fixed-term imprisonment of five years without the possibility of probation.', '**Sentence**: Three years of fixed-term imprisonment, suspended for five years, and a fine of $30,000.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, what were the sentences given to the defendants M. Bennett and G. Torres?",4879,Multi-document Information Integration Question
Law,The judgment date for G. Torres is earlier.,"[130, 122]",['1. The judgment date for G. Torres is earlier.'],"['This judgment is pronounced on June 30, 2023, and shall be executed in accordance with our legal provisions.', '**Judgment Issued on 20th March 2023**']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, whose judgment date is earlier, M. Bennett or G. Torres?",4880,Multi-document Time Sequence Question
Law,M. Bennett received a longer sentence.,"[130, 122]",['1. M. Bennett received a longer sentence.'],"['M. Bennett is hereby sentenced to a fixed-term imprisonment of five years without the possibility of probation.', '**Sentence**: Three years of fixed-term imprisonment, suspended for five years, and a fine of $30,000.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Pinehurst, Court and Trenton, Vandalia, Court, who received a longer sentence, M. Bennett or G. Torres?",4881,Multi-document Comparison Question
Law,"According to the judgment of Lakewood, Mayfield, Court, the defendant X. Alvarez is a Delivery Driver; according to the judgment of Preston, Lancaster, Court, the defendant M. Harris is an Accountant.","[128, 113]","['1. The defendant X. Alvarez is a Delivery Driver according to the judgment of Lakewood, Mayfield, Court.', '2. The defendant M. Harris is an Accountant according to the judgment of Preston, Lancaster, Court.']","['Occupation: Delivery Driver', '**Occupation:** Accountant']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, what are the occupations of the defendants X. Alvarez and M. Harris?",4882,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Mayfield, Court, the defendant X. Alvarez committed the Crime of Traffic Accident; according to the judgment of Preston, Lancaster, Court, the defendant M. Harris committed the Crime of Intentional Homicide.","[128, 113]","['1. Defendant X. Alvarez committed the Crime of Traffic Accident according to the judgment of Lakewood, Mayfield, Court.', '2. Defendant M. Harris committed the Crime of Intentional Homicide according to the judgment of Preston, Lancaster, Court.']","['The Court charges X. Alvarez with the Crime of Traffic Accident, in violation of Article 133 of the relevant penal code.', 'The defendant, X. Alvarez, is found guilty of the Crime of Traffic Accident as per Article 133.', '**Crime Name:** Crime of Intentional Homicide', 'Having considered all evidence, testimonies, and the circumstances surrounding the crime, this court finds M. Harris guilty of the Crime of Intentional Homicide as charged under Article 232.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, what crimes did the defendants X. Alvarez and M. Harris commit respectively?",4883,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Mayfield, Court, the judgment for the defendant X. Alvarez was delivered on 1st June 2023; according to the judgment of Preston, Lancaster, Court, the judgment for the defendant M. Harris was delivered on 25th June 2023.","[128, 113]","['1. The judgment for the defendant X. Alvarez was delivered on 1st June 2023 by Lakewood, Mayfield, Court.', '2. The judgment for the defendant M. Harris was delivered on 25th June 2023 by Preston, Lancaster, Court.']","['*This judgment is issued under the authority of the Lakewood, Mayfield, Court on the 1st of June, 2023.*', 'This judgment is issued and entered into the records of the Preston, Lancaster, Court on the 25th of June, 2023.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, when were the judgments for the defendants X. Alvarez and M. Harris delivered respectively?",4884,Multi-document Information Integration Question
Law,"According to the judgment of Lakewood, Mayfield, Court, the defendant X. Alvarez was represented by James & Associates Law Firm; according to the judgment of Preston, Lancaster, Court, the defendant M. Harris was represented by Smith & Associates Law Firm.","[128, 113]","['1. The defendant X. Alvarez was represented by James & Associates Law Firm according to the judgment of Lakewood, Mayfield, Court.', '2. The defendant M. Harris was represented by Smith & Associates Law Firm according to the judgment of Preston, Lancaster, Court.']","['Law Firm: James & Associates Law Firm', '**Law Firm:** Smith & Associates Law Firm']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, which law firms represented the defendants X. Alvarez and M. Harris respectively?",4885,Multi-document Information Integration Question
Law,"X. Alvarez was sentenced to three years of imprisonment with an additional one-year probation period upon release, while M. Harris was sentenced to life imprisonment. Therefore, M. Harris's sentencing time is longer.","[128, 113]","['1. M. Harris was sentenced to life imprisonment.', '2. X. Alvarez was sentenced to three years of imprisonment with an additional one-year probation period.', ""3. M. Harris's sentencing time is longer.""]","['**Sentence**', 'The court sentences X. Alvarez to a fixed-term imprisonment of three (3) years.', 'Additionally, upon release, he will be subject to a probation period of one (1) year, during which he must comply with specific legal and rehabilitative conditions intended to monitor and correct his behavior.', '**Sentence:** Life imprisonment', 'The severity of premeditated intent, the clear malice aforethought, and the attempted destruction of evidence necessitate this sentence.', 'The court believes that imposing a life sentence is both just and necessary to serve as a deterrent to others.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, whose sentencing time is longer, X. Alvarez or M. Harris?",4886,Multi-document Comparison Question
Law,"X. Alvarez's judgment time is earlier, as it was issued on 1st June 2023, while M. Harris's judgment was issued on 25th June 2023.","[128, 113]","[""1. X. Alvarez's judgment time is earlier."", ""2. X. Alvarez's judgment was issued on 1st June 2023."", ""3. M. Harris's judgment was issued on 25th June 2023.""]","['*This judgment is issued under the authority of the Lakewood, Mayfield, Court on the 1st of June, 2023.*', 'This judgment is issued and entered into the records of the Preston, Lancaster, Court on the 25th of June, 2023.']",en,"{'content': '', 'references': []}","According to the judgment of Lakewood, Mayfield, Court and Preston, Lancaster, Court, whose judgment time is earlier, X. Alvarez or M. Harris?",4887,Multi-document Time Sequence Question
Law,"According to the judgment of Summerville, Windsor, Court, the defendant F. James is a Retail Store Manager; according to the judgment of Norwood, Unionville, Court, the defendant C. Taylor is a Retail Shop Owner.","[138, 124]","['1. The defendant F. James is a Retail Store Manager according to the judgment of Summerville, Windsor, Court.', '2. The defendant C. Taylor is a Retail Shop Owner according to the judgment of Norwood, Unionville, Court.']","['- **Defendant:** F. James (Female, born on 27th April 1960, residing at 39 Knoxville Street, Windsor; Retail Store Manager, Caucasian)', 'The defendant, F. James, has been a resident of 39 Knoxville Street, Windsor, and is employed as a Retail Store Manager.', '- **Occupation**: Retail Shop Owner']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, what are the occupations of the defendants F. James and C. Taylor?",4888,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the defendant F. James committed the Crime of Picking Quarrels and Provoking Trouble; according to the judgment of Norwood, Unionville, Court, the defendant C. Taylor committed the Crime of Selling Counterfeit Registered Trademark Goods.","[138, 124]","['1. F. James committed the Crime of Picking Quarrels and Provoking Trouble according to the judgment of Summerville, Windsor, Court.', '2. C. Taylor committed the Crime of Selling Counterfeit Registered Trademark Goods according to the judgment of Norwood, Unionville, Court.']","['The court charges F. James with the crime of Picking Quarrels and Provoking Trouble, in accordance with Article 293 of the criminal law.', 'The specifics of this charge encompass a series of aggressive and unprovoked actions aimed at disturbing public peace.', 'C. Taylor, born on 19th October 1960, currently residing at 71 Yorkshire Street, Unionville, and employed as a retail shop owner, is accused of the crime of selling counterfeit registered trademark goods, contrary to Article No. 214.', 'The primary charge against C. Taylor is the crime of Selling Counterfeit Registered Trademark Goods, as stipulated under Article No. 214.', 'This charge stems from a series of deliberate acts carried out by C. Taylor, involving the acquisition, sale, and promotion of counterfeit luxury goods, resulting in significant illicit financial gains and reputational damage to the affected brands.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, what crimes did the defendants F. James and C. Taylor commit respectively?",4889,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the judgment date for the case involving F. James was 1st May, 2023; according to the judgment of Norwood, Unionville, Court, the judgment date for the case involving C. Taylor was 10th January, 2023.","[138, 124]","['1. The judgment date for the case involving F. James at Summerville, Windsor, Court was 1st May, 2023.', '2. The judgment date for the case involving C. Taylor at Norwood, Unionville, Court was 10th January, 2023.']","['So ordered, this 1st day of May, 2023.', 'This judgment is delivered and executed on this 10th day of January 2023, by the Norwood, Unionville Court, with the presence and consent of the Chief Judge T. Robinson, Judge N. Cook, and Court Clerk O. Murphy.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, what were the judgment dates for the cases involving F. James and C. Taylor?",4890,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the defendant F. James was sentenced to three years of fixed-term imprisonment; according to the judgment of Norwood, Unionville, Court, the defendant C. Taylor was sentenced to four years of fixed-term imprisonment and fined $100,000 for illicit gains.","[138, 124]","['1. F. James was sentenced to three years of fixed-term imprisonment by Summerville, Windsor, Court.', '2. C. Taylor was sentenced to four years of fixed-term imprisonment by Norwood, Unionville, Court.', '3. C. Taylor was fined $100,000 for illicit gains.']","['Upon careful consideration of the evidence and the repeated nature of the offenses committed by F. James, this court finds the defendant guilty of the Crime of Picking Quarrels and Provoking Trouble according to Article 293 of the criminal law.', 'The defendant is hereby sentenced to three years of fixed-term imprisonment.', 'In view of the overwhelming evidence, the severity of the offense, and the considerations detailed above, this court finds C. Taylor guilty of the crime of Selling Counterfeit Registered Trademark Goods under Article No. 214.', 'The defendant is hereby sentenced to four years of fixed-term imprisonment and fined $100,000 for illicit gains.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, what were the sentences given to the defendants F. James and C. Taylor?",4891,Multi-document Information Integration Question
Law,"According to the judgment of Summerville, Windsor, Court, the chief judge presiding over the case of F. James was H. Lopez; according to the judgment of Norwood, Unionville, Court, the chief judge presiding over the case of C. Taylor was T. Robinson.","[138, 124]","['1. The chief judge presiding over the case of F. James at Summerville, Windsor, Court was H. Lopez.', '2. The chief judge presiding over the case of C. Taylor at Norwood, Unionville, Court was T. Robinson.']","['- **Chief Judge:** H. Lopez', '**Chief Judge:** H. Lopez', '- **Chief Judge**: T. Robinson', 'This judgment is delivered and executed on this 10th day of January 2023, by the Norwood, Unionville Court, with the presence and consent of the Chief Judge T. Robinson, Judge N. Cook, and Court Clerk O. Murphy.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, who were the chief judges presiding over the cases of F. James and C. Taylor?",4892,Multi-document Information Integration Question
Law,"F. James was sentenced to three years of fixed-term imprisonment by the Summerville, Windsor Court, while C. Taylor was sentenced to four years of fixed-term imprisonment by the Norwood, Unionville Court. Therefore, C. Taylor's sentencing time is longer.","[138, 124]","[""1. C. Taylor's sentencing time is longer."", '2. F. James was sentenced to three years of fixed-term imprisonment by the Summerville, Windsor Court.', '3. C. Taylor was sentenced to four years of fixed-term imprisonment by the Norwood, Unionville Court.']","['Upon careful consideration of the evidence and the repeated nature of the offenses committed by F. James, this court finds the defendant guilty of the Crime of Picking Quarrels and Provoking Trouble according to Article 293 of the criminal law.', 'The defendant is hereby sentenced to three years of fixed-term imprisonment.', 'In view of the overwhelming evidence, the severity of the offense, and the considerations detailed above, this court finds C. Taylor guilty of the crime of Selling Counterfeit Registered Trademark Goods under Article No. 214.', 'The defendant is hereby sentenced to four years of fixed-term imprisonment and fined $100,000 for illicit gains.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, whose sentencing time is longer, F. James or C. Taylor?",4893,Multi-document Comparison Question
Law,"The judgment for C. Taylor by the Norwood, Unionville Court was delivered and executed on the 10th day of January 2023, while the judgment for F. James by the Summerville, Windsor Court was ordered on the 1st day of May, 2023. Therefore, C. Taylor's judgment time is earlier.","[138, 124]","[""1. C. Taylor's judgment time is earlier."", ""2. C. Taylor's judgment by the Norwood, Unionville Court was delivered on January 10, 2023."", ""3. F. James's judgment by the Summerville, Windsor Court was ordered on May 1, 2023.""]","['So ordered, this 1st day of May, 2023.', 'This judgment is delivered and executed on this 10th day of January 2023, by the Norwood, Unionville Court, with the presence and consent of the Chief Judge T. Robinson, Judge N. Cook, and Court Clerk O. Murphy.']",en,"{'content': '', 'references': []}","According to the judgment of Summerville, Windsor, Court and Norwood, Unionville, Court, whose judgment time is earlier, F. James or C. Taylor?",4894,Multi-document Time Sequence Question
Law,"According to the judgment of Riverside, Glenwood, Court, the defendant X. Morgan is the owner of Morgan & Co. Consulting; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres is the owner of a retail store.","[122, 131]","['1. The defendant X. Morgan is the owner of Morgan & Co. Consulting, according to the judgment of Riverside, Glenwood, Court.', '2. The defendant G. Torres is the owner of a retail store, according to the judgment of Trenton, Vandalia, Court.']","['**Occupation**: Owner of Morgan & Co.', 'X. Morgan, a seasoned business professional, operates Morgan & Co.', 'Consulting, a firm engaged in providing business consultancy services.', 'Occupation: Owner of a Retail Store']",en,"{'content': '', 'references': []}","According to the judgment of Riverside, Glenwood, Court and Trenton, Vandalia, Court, what are the occupations of the defendants X. Morgan and G. Torres?",4895,Multi-document Information Integration Question
Law,"According to the judgment of Riverside, Glenwood, Court, the defendant X. Morgan committed the crime of evading tax arrears recovery; according to the judgment of Trenton, Vandalia, Court, the defendant G. Torres committed the crime of selling counterfeit registered trademark goods.","[122, 131]","['1. X. Morgan committed the crime of evading tax arrears recovery according to the judgment of Riverside, Glenwood, Court.', '2. G. Torres committed the crime of selling counterfeit registered trademark goods according to the judgment of Trenton, Vandalia, Court.']","['The defendant, X. Morgan, was charged with the crime of evading tax arrears recovery under Article 203.', '**Count**: Crime of Evading Tax Arrears Recovery under Article 203', 'G. Torres was charged under Article No. 214 for the Crime of Selling Counterfeit Registered Trademark Goods.', '**Crime**: Crime of Selling Counterfeit Registered Trademark Goods']",en,"{'content': '', 'references': []}","According to the judgment of Riverside, Glenwood, Court and Trenton, Vandalia, Court, what crimes did the defendants X. Morgan and G. Torres commit respectively?",4896,Multi-document Information Integration Question
